UTM.EASTIN,UTM.NORTHI
-71.26953002648266,44.0590580864531
-71.26945890816832,44.058984143269
-71.2693877900331,44.05891020003596
-71.26931666863914,44.05883616679052
-71.26942736295081,44.05910937411116
-71.26935624469768,44.05903543086232
-71.26928524793999,44.05896139512199
-71.26921413004504,44.0588874517753
-71.26940361039121,44.059203299096694
-71.26986522658005,44.0589726464011
-71.2690837612399,44.05887041537428
-71.26954537618882,44.05863976398819
-71.26905941510417,44.059514085910415
-71.26898841811229,44.05944004999554
-71.26891729998172,44.059366106473995
-71.26884618203027,44.05929216290352
-71.26895687513144,44.05956537068814
-71.26888575344557,44.05949133718735
-71.26881463537622,44.05941739360108
-71.26874364224098,44.05934344748732
-71.26885433154233,44.05961656541363
-71.26878321335492,44.05954262181164
-71.26871209534663,44.05946867816068
-71.26864097408055,44.059394644497296
-71.26875166645583,44.05966785249236
-71.26868067308517,44.05959390634714
-71.26860955170106,44.059519872668055
-71.26853843393306,44.059445928903465
-71.26840806405731,44.05942889175432
-71.26886968599696,44.05919824297314
-71.26937939249328,44.05984696711625
-71.26930826993953,44.05977293390046
-71.26923715100298,44.059698990599124
-71.26916603224556,44.05962504724882
-71.26927672405145,44.05989816470066
-71.26920572975295,44.059824218904474
-71.26913461087747,44.05975027553846
-71.26906348874354,44.05967624216005
-71.26917418362457,44.05994944968048
-71.26910306463117,44.05987550629867
-71.26903207057283,44.05980156038903
-71.26896094850011,44.05972752694594
-71.26907164301859,44.060000734571524
-71.26900052408625,44.059926791125044
-71.26892940189563,44.059852757666164
-71.26885840807756,44.059778811643085
-71.26904788959416,44.06009465948903
-71.26950951401338,44.05986400808835
-71.27011733596458,44.059672583471205
-71.27011788897715,44.05958254074197
-71.27011857018799,44.059492585494795
-71.27011912320818,44.05940254276302
-71.26999246688666,44.05967209465419
-71.26999314828305,44.059582139404995
-71.26999370148877,44.05949209667106
-71.26999438289238,44.05940214141933
-71.2698677259996,44.05967169318416
-71.26986827939086,44.059581650448074
-71.26986896098002,44.059491695194346
-71.26986951781765,44.059401742419084
-71.26974286035303,44.05967129405744
-71.26974353868916,44.05958124883829
-71.26974409571216,44.059491296060905
-71.2697447740555,44.05940125083922
-71.26964878453967,44.05974149795004
-71.27021056272201,44.059743475800325
-71.26965154398275,44.059333509301105
-71.27021291996378,44.059334864916885
-71.26918953581381,44.0595311272656
-71.26872791263409,44.05976177735627
-71.29110867276759,44.03807481183155
-71.29112981505605,44.03816351931425
-71.29115095741295,44.03825222679042
-71.2911720998383,44.03834093426003
-71.29123164504891,44.03805965009134
-71.29125278751371,44.038148357547655
-71.29127393004696,44.038237064997425
-71.29129494447106,44.03832568498048
-71.29135461379344,44.0380443982576
-71.29137575643455,44.03813310568752
-71.2913968991441,44.03822181311091
-71.29141791721321,44.0383105230301
-71.29147758246953,44.03802914629272
-71.29149872528693,44.03811785369626
-71.29151986817278,44.03820656109327
-71.29154088641823,44.03829527098622
-71.29107014803644,44.03844489590208
-71.29168499875371,44.03836872616872
-71.29100321523515,44.037631359278535
-71.29102435718178,44.037720066793916
-71.29104537448899,44.03780877680466
-71.29106651310407,44.03789739434457
-71.29112618316654,44.037616107707585
-71.29114732528947,44.03770481519658
-71.29116834277303,44.037793525181065
-71.29118948503267,44.037882232657
-71.29124915102949,44.03760085600551
-71.29127029332874,44.0376895634681
-71.29129131098861,44.03777827342634
-71.29131245342457,44.0378669808759
-71.29137212229267,44.03758569413468
-71.29139314006068,44.037674404073186
-71.29141427913575,44.0377630215405
-71.29143542174799,44.03785172896366
-71.29085910206551,44.037557813207634
-71.2916180576767,44.03755519007482
-71.29163907579739,44.03764389996083
-71.29166021869382,44.03773260733775
-71.2916813616587,44.03782131470814
-71.29174102526603,44.037539937848216
-71.29176204356307,44.03762864770795
-71.29178318663581,44.037717355058504
-71.29180432977698,44.03780606240249
-71.29186399625635,44.037524775452816
-71.29188501472976,44.03761348528629
-71.29190615797883,44.03770219261045
-71.29192730129635,44.03779089992807
-71.29198683900181,44.03750952546686
-71.29200798235873,44.03759823277117
-71.2920291257841,44.03768694006892
-71.29205026927792,44.03777564736015
-71.29219425622173,44.03784910442255
-71.29194467720012,44.037332108335725
-71.29192353404838,44.0372434010118
-71.29190251567151,44.0371546911785
-71.29188137265648,44.03706598384153
-71.2918217101001,44.03734736077183
-71.29180056712462,44.03725865342153
-71.2917795489241,44.037169943561985
-71.29175840608536,44.03708123619862
-71.2916987429316,44.03736261307682
-71.29167760013243,44.03727390570013
-71.29165658210825,44.037185195814345
-71.29163543944578,44.03709648842458
-71.2915757722257,44.03737777528829
-71.29155475430963,44.03728906538277
-71.29153361175506,44.03720035797316
-71.29151247273778,44.03711174051941
-71.29136848495753,44.037038192569405
-71.2919831995058,44.03696211399852
-71.29096468655094,44.038001353385546
-71.29157953632902,44.03792527427286
-71.29208878762822,44.037405563059465
-71.29147394743549,44.03748173475394
-71.26874687510895,44.05362726550856
-71.26883545875631,44.05356383378044
-71.26892417039375,44.05350048947203
-71.26901275709925,44.05343714757661
-71.26865904243557,44.05356328722468
-71.2687476260869,44.05349985556408
-71.26883633772802,44.053436511323284
-71.26892492443736,44.053373169495416
-71.26857120995153,44.053499308868524
-71.26865979704304,44.053435967239025
-71.26874850868799,44.053372623065854
-71.26883709540127,44.053309281305516
-71.26848338109278,44.05343542040369
-71.26857196475216,44.05337198887813
-71.26866067640078,44.05330864477262
-71.2687493878601,44.05324530060154
-71.26830695826324,44.053434693368494
-71.26874599252288,44.05375449800167
-71.26875027047592,44.05311806809824
-71.26918930120566,44.05343778107845
-71.26806768629746,44.053308269460366
-71.26815627022995,44.053244838250656
-71.26824485740872,44.05318149693918
-71.2683335691404,44.053118153084526
-71.26797985482044,44.05324429062504
-71.2680684387569,44.053180859482865
-71.26815715068146,44.05311751576131
-71.2682457411104,44.053054264415486
-71.26789202353275,44.053180311717455
-71.26798061090831,44.05311697060642
-71.2680693228367,44.05305362695249
-71.26815790983403,44.052990285710614
-71.26780419586927,44.05311642270122
-71.26789277981376,44.0530529916941
-71.26798149174584,44.05298964810782
-71.26807020348859,44.05292630445597
-71.26762777738772,44.05311578455972
-71.26806680223265,44.05343550198563
-71.26807108758311,44.0527990719205
-71.26851011233394,44.05311878765702
-71.26708583500243,44.05333748933074
-71.26717442349117,44.053274148823625
-71.26726301179087,44.053210808251144
-71.26735172464366,44.053147465136554
-71.26699800794164,44.05327359968243
-71.26708659300051,44.05321016927919
-71.26717518130403,44.053146828774246
-71.2672638941605,44.05308348572728
-71.26691017763635,44.05320961999821
-71.26699876269919,44.053146189662506
-71.26708747918231,44.0530829367123
-71.26717606730058,44.053019596209424
-71.2668223509538,44.05314573020541
-71.26691093602071,44.053082299937216
-71.26699964907384,44.053018957091005
-71.26708823719592,44.05295561665565
-71.26664580415843,44.05314500306055
-71.26708495226943,44.053464811856166
-71.26708924813417,44.05282838160724
-71.26752826797592,44.053148101225766
-71.26639563390374,44.053014200325414
-71.26649816510022,44.05296291798711
-71.26660082085934,44.05291163308413
-71.26670335513079,44.052860440531894
-71.26632452695975,44.05294025487971
-71.26642718283684,44.05288897013033
-71.26652971379308,44.05283768776781
-71.26663224457029,44.052786405316546
-71.2662534167623,44.05286621942133
-71.26635607601068,44.05281502470041
-71.26645860690589,44.05276374240254
-71.26656113762203,44.05271246001593
-71.26618243491801,44.0527922714023
-71.26628496593105,44.052740989257835
-71.26638749676505,44.05268970702464
-71.26649015559396,44.05263851219061
-71.26600879394796,44.05276951783716
-71.26636408484802,44.05313943051209
-71.26652157941852,44.05251328444605
-71.26687699315767,44.05288310306529
-71.31660788198968,44.039447085986744
-71.31668857477959,44.03937837522819
-71.31676914267499,44.03930966694596
-71.31684971038497,44.03924095861015
-71.31651275579428,44.039388874396884
-71.31659332391195,44.03932016623411
-71.31667389535136,44.03925154797854
-71.31675446309829,44.03918283970862
-71.3164175085823,44.0393307552136
-71.31649807673693,44.03926204711672
-71.31657864470613,44.03919333896628
-71.31665921248991,44.03912463076226
-71.31632226155577,44.03927263594625
-71.31640282974735,44.03920392791527
-71.31648339775349,44.03913521983072
-71.31656409028251,44.03906650916277
-71.31662256134308,44.039573913242904
-71.31702552534466,44.03923036897234
-71.31614644279432,44.039283134545556
-71.31654941122424,44.03893968188328
-71.31586100114704,44.04002592475646
-71.31536264898934,44.0403112576613
-71.31519225094236,44.04044174743316
-71.31594157087098,44.03995721702558
-71.31544334438843,44.04024254773572
-71.31509700324517,44.04038362716662
-71.31602214040949,44.039888509241116
-71.31552391489109,44.04017384028513
-71.31500175222868,44.04032541685518
-71.31610270976257,44.03981980140309
-71.31560448871396,44.04010522274176
-71.31490662961349,44.04026729389244
-71.31576575350257,44.03996780504371
-71.31526740134593,44.04025313753478
-71.31511167969587,44.040510454662915
-71.31584632326346,44.039899097378715
-71.31534809678186,44.040184427675214
-71.31501642845696,44.040452244369646
-71.31592689283893,44.03983038966017
-71.31542866732147,44.04011572029051
-71.31492118090843,44.04039412395315
-71.31600746222895,44.03976168188804
-71.31550923767563,44.04004701285225
-71.31482593354534,44.04033600345257
-71.31567050253781,44.03990959528608
-71.31517227859874,44.04019501479585
-71.31503110826397,44.040579161839105
-71.31575107584138,44.039840977647806
-71.31533341993729,44.040057600211846
-71.31525284936072,44.04012630753064
-71.31493585698821,44.04052095147991
-71.31583164545378,44.03977226999514
-71.31484060940275,44.04046283099753
-71.31591233959044,44.039703559759765
-71.31541399032841,44.03998889283947
-71.31474536200271,44.04040471043106
-71.31557525526436,44.0398514754052
-71.31507702782125,44.04013680454049
-71.31495040843014,44.040647781529
-71.31565582509904,44.03978276787203
-71.31515759862006,44.04006809734116
-71.31485528533403,44.04058965853664
-71.31573639474827,44.03971406028527
-71.31523817273853,44.039999480049104
-71.31476003771162,44.04053153798833
-71.31581709242757,44.039645440076704
-71.3153188678768,44.03993077021413
-71.31466479027463,44.04047341735597
-71.3158755543939,44.04015275465748
-71.31496508816221,44.040774699004956
-71.31627853011894,44.039809302837355
-71.31580241125954,44.03951852272064
-71.31539943811929,44.03986206285399
-71.31448896756864,44.0404839134841
-71.31578030652716,44.04009463496278
-71.31530419117975,44.03980394273909
-71.31490120971299,44.04014739124173
-71.31537732598143,44.040438085112996
-71.27538577860541,44.04048763893095
-71.27526107821983,44.04048724249412
-71.27513624967098,44.04048675844236
-71.27501154927774,44.040486361732896
-71.27538632464267,44.04039759607067
-71.27526162444616,44.04039719963039
-71.27513679953101,44.04039680553854
-71.27501209588237,44.04039631886228
-71.27538699884319,44.04030764068751
-71.27526217412105,44.04030724672874
-71.27513747066503,44.04030676018542
-71.27501264593522,44.04030636595375
-71.27538754488815,44.04021759782466
-71.27526284506956,44.040217201377644
-71.27513802053274,44.04021680727905
-71.27501331726205,44.040216320596045
-71.2755099331428,44.0405780780871
-71.27538876859339,44.04003768953691
-71.27526394099402,44.04003720560459
-71.27513924154944,44.04003680901445
-71.27501441394276,44.040036324809215
-71.27538931464997,44.039947646670235
-71.27526461539819,44.03994725021305
-71.27513978798433,44.03994676614089
-71.27501508872487,44.03994636941106
-71.27538998886881,44.039857691280716
-71.27526516164775,44.03985720734165
-71.2751404625811,44.039856810744766
-71.27501563535276,44.03985632653278
-71.27539053493308,44.039767648411484
-71.27526571134585,44.03976725443233
-71.27514100902367,44.03976676786864
-71.27501618542877,44.03976637361658
-71.27476202032068,44.04048548042613
-71.27463719520092,44.0404850857919
-71.27451249134864,44.04048459857379
-71.27438766622122,44.04048420366666
-71.27476257074751,44.04039552751199
-71.27463774237313,44.04039504291096
-71.27451304215343,44.04039464565278
-71.27438821721508,44.04039425074223
-71.27476311773441,44.0403054846332
-71.27463841770751,44.04030508750798
-71.27451358951863,44.0403046027671
-71.27438888948409,44.04030420536927
-71.27476379288345,44.040215529232256
-71.27463896488739,44.04021504462448
-71.27451426504564,44.04021464735958
-71.27438944048559,44.04021425244227
-71.27426228991088,44.040573761549624
-71.27551590784026,44.03967808935042
-71.27476489032037,44.040035533431684
-71.27476556203659,44.03994548806354
-71.2747661124866,44.03985553514175
-71.27476665949672,44.0397654922553
-71.27464018741662,44.04003504633291
-71.27464073805177,44.03994509340895
-71.27464140996081,44.03985504803622
-71.2746419606036,44.03976509510972
-71.2745153632388,44.040034651545234
-71.2745160387768,44.03994469613388
-71.2745165861613,44.03985465324182
-71.27451713699315,44.03976470031188
-71.27439066377104,44.04003425413722
-71.27439121134086,44.039944211242975
-71.27439188707146,44.03985425582706
-71.27439243464893,44.039764212930265
-71.274268283514715,44.03967377247433
-71.27381496193539,44.04033544144892
-71.27369025836722,44.040334953325804
-71.2735654335229,44.04033455751283
-71.27344073338935,44.040334159080516
-71.27381563507646,44.04024539605995
-71.27369081042512,44.04024500038007
-71.27356611048437,44.04024460208071
-71.2734412823833,44.040244116164466
-71.2738161869492,44.04015544311636
-71.27369148375901,44.04015495498652
-71.273566659293,44.0401545591668
-71.27344195953737,44.04015416072775
-71.27381673538345,44.040065400208064
-71.27369203582454,44.04006500203822
-71.27356721154757,44.04006460621507
-71.27344250853898,44.04006411780913
-71.27331535591621,44.04042371594942
-71.27393911382379,44.04042588237338
-71.27331835816311,44.03997367630709
-71.27394211134408,44.03997584281561
-71.27551291872174,44.04012803875303
-71.27488617393162,44.04057592028099
-71.27489203336812,44.03967593385936
-71.27426528838717,44.04012381200963
-71.2748890429671,44.04012597331001
-71.30276290711046,44.05241403735639
-71.30276341448416,44.05232408539395
-71.30276404311141,44.052234040953465
-71.30276455049317,44.05214408898848
-71.30263805799916,44.05241367388399
-71.30263868681185,44.05232362944137
-71.30263919437866,44.052233677474156
-71.30263969846207,44.052143635544184
-71.30251333362125,44.05241330775996
-71.30251383788577,44.052323265829024
-71.3025144703789,44.052233311343166
-71.3025149746515,44.05214326940967
-71.30238848101453,44.05241285405312
-71.30238911369291,44.05232289956514
-71.30238961815076,44.05223285762939
-71.30239012609984,44.05214290565381
-71.30226324850265,44.0525024396316
-71.30226590693628,44.052052497304736
-71.30288990622931,44.05205450037202
-71.30338413901754,44.05286607224555
-71.30338464193677,44.05277603034578
-71.30338514834884,44.05268607840612
-71.30338577601417,44.05259603398774
-71.30325928549155,44.05286561951181
-71.30325979208867,44.05277566756989
-71.30326041993943,44.05268562314937
-71.30326092654461,44.05259567120489
-71.30313456018854,44.052865254087095
-71.30313506348632,44.05277521218023
-71.30313557027655,44.052685260233496
-71.30313619832046,44.052595215808296
-71.30300971014299,44.0528648910417
-71.30301021363013,44.05277484913131
-71.30301084534759,44.05268489466539
-71.30301134884282,44.05259485275244
-71.30351113171054,44.05250644469532
-71.30338136453857,44.053316016873275
-71.30338187092626,44.05322606494127
-71.30338249856827,44.05313602053053
-71.30338300496402,44.053046068595954
-71.30325651355479,44.05331565411834
-71.30325714138226,44.05322560970547
-71.30325764796305,44.05313565776864
-71.30325815105944,44.05304561586916
-71.30313178730624,44.053315288711026
-71.30313229058373,44.053225246810534
-71.30313279735371,44.053135294870195
-71.30313342537825,44.05304525045137
-71.30300693282601,44.053314835721665
-71.30300756452024,44.05322488126338
-71.30300806799104,44.053134839358094
-71.30300857495413,44.05304488741292
-71.3028815746899,44.05340442450199
-71.30350558807328,44.05340642389643
-71.3033082228134,44.054043868281234
-71.30330885401303,44.05395391384157
-71.30330935698717,44.053863871955286
-71.30330986345417,44.05377392002909
-71.30318349503699,44.054043502963474
-71.30318399819639,44.05395346107492
-71.30318450484845,44.05386350914649
-71.30318513275643,44.05377346473949
-71.3030586390272,44.05404305006378
-71.30305927060505,44.05395309561734
-71.30305977395777,44.05386305372396
-71.30306028080295,44.0537731017907
-71.30293391124273,44.054042684473274
-71.30293441826886,44.05395273253904
-71.30293492181097,44.05386269064213
-71.30293555358568,44.05377273618972
-71.30280855150201,44.054132273198434
-71.3034324478088,44.05413427534287
-71.30281133010367,44.05368232854945
-71.3034352216815,44.05368433078092
-71.30288712778746,44.05250444512675
-71.30350836158658,44.05295647929251
-71.30288435293295,44.052954479811014
-71.29744964908916,44.05409796305406
-71.2973536279974,44.05415553445511
-71.29725772798055,44.0542130133077
-71.29716170651456,44.05427058455428
-71.29736982375053,44.0540288040509
-71.29727392394953,44.054086282913524
-71.29717790269969,44.05414385417016
-71.29708200600435,44.054201422840265
-71.29728999511926,44.05395955502541
-71.29719409882676,44.054017123782636
-71.29709807412645,44.05407460501026
-71.29700217746,44.05413217361321
-71.2972102948958,44.0538903933917
-71.29711427041161,44.05394787462939
-71.29701837396102,44.05400544324236
-71.29692235258197,44.0540630142873
-71.29714563501356,44.054397312425664
-71.2967466276162,44.05405133333061
-71.29792938447801,44.05381029234328
-71.29783348558232,44.05386777165873
-71.29773746523911,44.053925343368746
-71.2976415694499,44.05398291249163
-71.29784955551467,44.05374104371435
-71.2977536601283,44.05379861292436
-71.29765776455494,44.05385618205729
-71.29756174057347,44.053913663661135
-71.29776985495945,44.05367188247657
-71.29767383138106,44.053729364167665
-71.2975779358366,44.05378693323343
-71.29748191536419,44.053844504731785
-71.29769002637032,44.05360263372652
-71.29759413104169,44.05366020280233
-71.29749811078541,44.053717774310726
-71.29740221160294,44.05377525327052
-71.29810510540493,44.0538218815285
-71.29772095061762,44.05335001260844
-71.2976250557179,44.05340758170315
-71.29752903589105,44.05346515323046
-71.29743313713749,44.05352263220916
-71.29764112601244,44.0532808537718
-71.29754523114147,44.05333842279935
-71.29744920786372,44.05339590429768
-71.29735331261881,44.05345347317096
-71.29756142633387,44.053211692364826
-71.29746540327221,44.05326917387321
-71.29736950824316,44.05332674275653
-71.29727348828712,44.05338431407219
-71.29748159862268,44.053142443445324
-71.29738570380948,44.053200012338685
-71.29728968059003,44.05325749370263
-71.29719378540288,44.05331506244172
-71.29789667363171,44.053361692107295
-71.29701793788075,44.05330338436403
-71.29749779391513,44.05301571301405
-71.29997140571992,44.054930142004785
-71.29996094330042,44.054840501054024
-71.29995060566074,44.054750857587905
-71.29994026457412,44.05466112415731
-71.2998469790248,44.054937599738196
-71.29983664153379,44.054847956259835
-71.29982630059598,44.05475822281698
-71.29981596317855,44.0546685793328
-71.29972267355252,44.05494496486291
-71.29971221498747,44.05485541384311
-71.29970187423548,44.05476568038505
-71.29969153700367,44.0546760368857
-71.29959824678394,44.05495242232654
-71.29958791314722,44.05486286877942
-71.29957757258087,44.05477313530621
-71.2995672355345,44.054683491791685
-71.29948416043271,44.055049613137804
-71.30010604553406,44.05501233009411
-71.29943259023854,44.05460112310716
-71.300054474182,44.054563930403845
-71.29943812934542,44.05412186263182
-71.29934957508314,44.05418522745214
-71.29926089589014,44.05424859471884
-71.29917234473213,44.054312049370175
-71.29935026382707,44.05405790869388
-71.29926170956074,44.05412127344667
-71.29917303036385,44.05418464064571
-71.29908447920165,44.05424809522952
-71.29926240198066,44.05399404464519
-71.29917384771018,44.05405740933045
-71.29908516502687,44.054120686500234
-71.29899661386051,44.0541841410165
-71.29917466158182,44.053930088051
-71.2990859825663,44.05399345518023
-71.29899730336146,44.05405682224403
-71.29890875219077,44.05412027669277
-71.29873232890036,44.054119596727666
-71.29917152740167,44.054439280680334
-71.29917547894375,44.05380285673064
-71.29961467386367,44.05412244903225
-71.29762537428682,44.05410964292256
-71.29722648742731,44.05376357303561
-71.29741694509296,44.05364945258858
-71.29770622130154,44.05347590328197
-71.2779374918722,44.043908669679276
-71.27805785094158,44.043932378020166
-71.27817821010221,44.043956086232036
-71.2782985693541,44.04397979431486
-71.2779703603531,44.04382185347627
-71.27809071925682,44.04384556178632
-71.27821107825183,44.04386926996734
-71.27833143733807,44.043892978019336
-71.2780031040213,44.04373503975257
-71.27812358748085,44.04375874554384
-71.27824394631018,44.043782453694035
-71.27836430523078,44.04380616171517
-71.27803597231987,44.043648223532344
-71.27815645561358,44.043671929292735
-71.27827681427729,44.04369563741207
-71.27839717303225,44.043719345402394
-71.27778426415627,44.04397177737288
-71.27794848221168,44.04353769895676
-71.27853928813167,44.044027210093404
-71.27865964765732,44.04405091778913
-71.27878000727425,44.04407462535582
-71.27890036698243,44.04409833279347
-71.27857215578435,44.0439403937362
-71.27869251514437,44.04396410140109
-71.27881287459563,44.043987808936926
-71.27893323413817,44.04401151634373
-71.27860502334576,44.04385357737036
-71.27872538254013,44.043877285004406
-71.27884574182576,44.043900992509414
-71.27896610120264,44.04392469988538
-71.27863789081594,44.0437667609959
-71.27875824984466,44.0437904685991
-71.27887860896465,44.04381417607326
-71.27899896817588,44.043837883418405
-71.27915219074376,44.04377468416499
-71.27943385338845,44.0435781946824
-71.2795542123152,44.04360190144855
-71.2796745713332,44.04362560808564
-71.27979493044245,44.043649314593715
-71.27946671950156,44.0434913780946
-71.27958707826267,44.043515084829906
-71.27970743711502,44.04353879143618
-71.27982779605863,44.04356249791341
-71.27949958552342,44.04340456149817
-71.27961994411888,44.04342826820264
-71.27974030280558,44.04345197477808
-71.27986066158354,44.04347568122448
-71.27953245145405,44.04331774489311
-71.27965280988386,44.04334145156676
-71.27977316840492,44.04336515811135
-71.27989352701721,44.04338886452692
-71.27928062818296,44.04364130433555
-71.27988242410117,44.04375983767525
-71.27944495912047,44.04320722150761
-71.28004674744533,44.043325664113425
-71.27948187533256,44.04431261689142
-71.27954467025259,44.044234836293406
-71.27960759318476,44.044157143136694
-71.27967051250333,44.04407935998481
-71.27937403886946,44.04426723250814
-71.27943695860986,44.04418944947735
-71.27949988163974,44.044111756377454
-71.27956280450773,44.04403406324541
-71.27926632729074,44.044221845529805
-71.27932925058025,44.04414415251886
-71.27939204553452,44.04406637200221
-71.27945496850039,44.043988678927064
-71.27915849115159,44.044176460935226
-71.27922141453897,44.04409876798116
-71.27928433431329,44.044020985031914
-71.27934725737684,44.04394329201356
-71.27952666407695,44.044435696807994
-71.27930234469302,44.04382021449027
-71.27984114662306,44.044047053303984
-71.27855039942303,44.043656236911396
-71.27838606078768,44.044090318586385
-71.27898785970052,44.044208856574
-71.72334859465307,43.95221352094329
-71.72324061029002,43.95216855950795
-71.72313275057402,43.95212359499708
-71.72302476653019,43.95207863334856
-71.72341083058193,43.95213550934126
-71.72330284631911,43.95209054796185
-71.72319498670316,43.95204558350683
-71.72308700686905,43.95200071184822
-71.72347307046118,43.952057587642514
-71.72336508629844,43.952012626319025
-71.72325710229535,43.95196766488888
-71.72314924293887,43.951922700383165
-71.72353518158374,43.95197957894841
-71.72342732200829,43.95193461471152
-71.72331933810544,43.951889653337275
-71.72321147884904,43.95184468888741
-71.722854670644125,43.952111679972525
-71.72339433907754,43.95233640396516
-71.7231657352257,43.951721805763405
-71.72370540115571,43.951946528359485
-71.72048526046704,43.95431298987754
-71.72039711058329,43.954249366729115
-71.72030896088783,43.954185743507146
-71.72022081548616,43.95412221014582
-71.7205732026751,43.95424922263978
-71.72048505279847,43.954185599558635
-71.72066127329295,43.9541855423063
-71.72039690311014,43.95412197640393
-71.72057312342318,43.95412191929253
-71.7204849737417,43.95405829620522
-71.72074934372249,43.95412186190905
-71.72066119385958,43.95405823896267
-71.7203087577157,43.95405844310988
-71.72057304418499,43.95399461594275
-71.72039682835427,43.95399476297856
-71.72048489880451,43.95393108278345
-71.72004459103998,43.9541221767791
-71.72048533544562,43.95444020329171
-71.72048481977518,43.95380377942497
-71.7209255640081,43.95412180425352
-71.73858409873765,43.93701301057253
-71.73874429767687,43.93715078881449
-71.73839343736,43.93712886298031
-71.73855363619639,43.93726664149073
-71.73854608172363,43.937330025242794
-71.73866425827588,43.93708185326534
-71.7388321362099,43.937156244635
-71.73830559476062,43.93712331688697
-71.73864902925719,43.9372087136978
-71.73859165314636,43.936949626816926
-71.73856886542745,43.93713978106653
-71.73847347239243,43.93719770879225
-71.73848870591486,43.93707093830649
-71.73795514288861,43.93633700690153
-71.73807978699652,43.936492834784445
-71.73773950601398,43.93642716770593
-71.73786414976999,43.93658299583186
-71.73816488846533,43.93650925064631
-71.73801740263288,43.93641492235471
-71.73765440476495,43.93641075152062
-71.73797196846648,43.93653791535713
-71.737977859945,43.93627551040521
-71.73790970864394,43.93645999988243
-71.73780189003547,43.93650508029648
-71.73784720008152,43.93638209033678
-71.7378415528177,43.93664439939144
-71.73718993481077,43.93632123068443
-71.73739400993438,43.93642428701898
